Frequency,Attenuation,INFO1,INFO2
1426447867.86786,-53.2177754489675,,
1431452842.84284,-56.515615146613,,
1436457817.81781,-69.2435010121075,,
1441462792.79279,-48.8857571694827,,
1446467767.76776,-64.4791822542599,,
1451472742.74274,-54.4580652141866,,
1456477717.71771,-51.4956066675196,,
1461482692.69269,-51.0640975403086,,
1466487667.66766,-54.4847097454461,,
1471492642.64264,-51.1977778328539,,
1476497617.61761,-49.587283017956,,
1481502592.59259,-55.6962532064728,,
1486507567.56756,-54.2935206049767,,
1491512542.54254,-54.5872178780228,,
1496517517.51751,-50.4800649194407,,
1501522492.49249,-53.6894335035157,,
1506527467.46746,-59.4325980472179,,
1511532442.44244,-54.8743047176577,,
1516537417.41741,-50.9070837032545,,
1521542392.39239,-53.3015237270105,,
1526547367.36736,-53.4168079043583,,
1531552342.34234,-54.4081397228077,,
1536557317.31731,-71.3181438925547,,
1541562292.29229,-51.4352851228421,,
1546567267.26726,-65.36713867392,,
1551572242.24223,-46.5375974453383,,
1556577217.21721,-55.3791847021656,,
1561582192.19218,-56.781128781238,,
1566587167.16716,-54.4789348165101,,
1571592142.14213,-56.7337079832877,,
1576597117.11711,-50.5517639879397,,
1581602092.09208,-50.1808600254102,,
1586607067.06706,-63.5494120393826,,
1591612042.04203,-53.5555907277004,,
1596617017.01701,-50.4459798306832,,
1601621991.99198,-51.9568467480453,,
1606626966.96696,-56.952573772925,,
1611631941.94193,-55.467412746284,,
1616636916.91691,-56.3533504707712,,
1621641891.89188,-54.6834383605391,,
1626646866.86686,-52.0350065001953,,
1631651841.84183,-49.5796811945953,,
1636656816.81681,-57.0623558483243,,
1641661791.79178,-51.9877355879267,,
1646666766.76676,-59.1035166677606,,
1651671741.74173,-61.6866332624401,,
1656676716.71671,-58.1564844728297,,
1661681691.69168,-56.7604780814653,,
1666686666.66666,-58.618604438971,,
1671691641.64163,-63.5174126140711,,
1676696616.61661,-63.8962295564086,,
1681701591.59158,-56.1464265126881,,
1686706566.56656,-52.173932396264,,
1691711541.54153,-59.89788598434,,
1696716516.51651,-47.6932099629213,,
1701721491.49148,-51.0433519770031,,
1706726466.46646,-57.7679781314951,,
1711731441.44143,-59.7866087917372,,
1716736416.41641,-64.7568960120675,,
1721741391.39138,-54.547388784946,,
1726746366.36636,-69.2906120826806,,
1731751341.34133,-53.6665196022501,,
1736756316.31631,-56.3033386690254,,
1741761291.29128,-56.529086798318,,
1746766266.26625,-53.7959768537773,,
1751771241.24123,-47.4539821508958,,
1756776216.2162,-49.1624848684176,,
1761781191.19118,-52.6162396164516,,
1766786166.16615,-50.0146972916272,,
1771791141.14113,-58.0326724091896,,
1776796116.1161,-56.7400406574544,,
1781801091.09108,-61.0183885652705,,
1786806066.06605,-50.6388157692738,,
1791811041.04103,-57.8378786160448,,
1796816016.016,-68.1989095888366,,
1801820990.99098,-68.2843739250258,,
1806825965.96595,-54.6407851460911,,
1811830940.94093,-64.6357076570559,,
1816835915.9159,-62.5637712046624,,
1821840890.89088,-55.0840352359242,,
1826845865.86585,-51.8852921203863,,
1831850840.84083,-52.4954694789331,,
1836855815.8158,-56.2062530146837,,
1841860790.79078,-56.9270028612691,,
1846865765.76575,-58.6756772261273,,
1851870740.74073,-51.1289637207867,,
1856875715.7157,-61.5809425441026,,
1861880690.69068,-54.5076784658055,,
1866885665.66565,-57.0937435336371,,
1871890640.64063,-64.128436133023,,
1876895615.6156,-54.9419382990544,,
1881900590.59058,-60.7987872418776,,
1886905565.56555,-70.8324779447279,,
1891910540.54053,-87.2288166682421,,
1896915515.5155,-61.9405534752768,,
1901920490.49048,-52.2712420031603,,
1906925465.46545,-51.210140697077,,
1911930440.44043,-52.2161753372719,,
1916935415.4154,-52.0847514778179,,
1921940390.39038,-50.0428260657553,,
1926945365.36535,-52.1236551901187,,
1931950340.34033,-56.0719222794083,,
1936955315.3153,-50.6733103211236,,
1941960290.29027,-64.874168928862,,
1946965265.26525,-59.5868693760109,,
1951970240.24022,-54.9141738219389,,
1956975215.2152,-52.4418511166501,,
1961980190.19017,-46.0041146136977,,
1966985165.16515,-50.9215601020138,,
1971990140.14012,-53.3597939457269,,
1976995115.1151,-54.3055950561868,,
1982000090.09007,-62.5385558345965,,
1987005065.06505,-54.4044957116009,,
1992010040.04002,-60.9469892126632,,
1997015015.015,-48.6378048026995,,
2002019989.98997,-52.9428440665815,,
2007024964.96495,-55.2120535581193,,
2012029939.93992,-49.6783301610497,,
2017034914.9149,-55.0138429513373,,
2022039889.88987,-53.753296214599,,
2027044864.86485,-49.5349746676723,,
2032049839.83982,-52.6778305665364,,
2037054814.8148,-61.197163622544,,
2042059789.78977,-54.1618474593918,,
2047064764.76475,-50.6140067135618,,
2052069739.73972,-51.7635063523026,,
2057074714.7147,-51.5908799234317,,
2062079689.68967,-48.8658097325911,,
2067084664.66465,-53.7361540774776,,
2072089639.63962,-53.6836498341073,,
2077094614.6146,-57.6279433596442,,
2082099589.58957,-70.5450545900568,,
2087104564.56455,-60.1831458384086,,
2092109539.53952,-49.5974917129071,,
2097114514.5145,-49.968120046809,,
2102119489.48947,-56.8377185555403,,
2107124464.46445,-52.6316632345284,,
2112129439.43942,-49.4973207375924,,
2117134414.4144,-52.2216315628005,,
2122139389.38937,-46.4333765098192,,
2127144364.36435,-50.3561722979591,,
2132149339.33932,-51.8651927715499,,
2137154314.31429,-52.1710645640836,,
2142159289.28927,-51.7010724474405,,
2147164264.26424,-51.7735573608335,,
2152169239.23922,-64.0324463690121,,
2157174214.21419,-52.1674024048737,,
2162179189.18917,-64.2899666179692,,
2167184164.16414,-49.1465456593973,,
2172189139.13912,-53.9262054567349,,
2177194114.1141,-56.7062352265205,,
2182199089.08907,-69.7068881207707,,
2187204064.06405,-52.0555971786917,,
2192209039.03902,-51.4976770330033,,
2197214014.014,-61.3088683563728,,
2202218988.98897,-51.6342238882389,,
2207223963.96395,-54.3949908999016,,
2212228938.93892,-57.8015252407245,,
2217233913.9139,-52.6068216498978,,
2222238888.88887,-46.4481061489586,,
2227243863.86385,-52.2279587118322,,
2232248838.83882,-53.3135948074554,,
2237253813.8138,-51.1654756572802,,
2242258788.78877,-55.0496514893673,,
2247263763.76375,-55.9010263877591,,
2252268738.73872,-63.6459716698747,,
2257273713.7137,-56.6811466222994,,
2262278688.68867,-54.0691929617963,,
2267283663.66365,-52.6170560541618,,
2272288638.63862,-53.971801189383,,
2277293613.6136,-61.367330176372,,
2282298588.58857,-51.4803156822401,,
2287303563.56355,-52.4452338370703,,
2292308538.53852,-58.9638509258077,,
2297313513.5135,-60.3758155883944,,
2302318488.48847,-50.8491965056866,,
2307323463.46345,-51.4703351766698,,
2312328438.43842,-55.3111038643019,,
2317333413.4134,-57.6997898320499,,
2322338388.38837,-53.2991088564985,,
2327343363.36335,-49.6311015858075,,
2332348338.33832,-56.7641271881024,,
2337353313.3133,-55.5313447122347,,
2342358288.28827,-57.2904029329585,,
2347363263.26325,-57.7304790001135,,
2352368238.23822,-53.3257434083316,,
2357373213.2132,-51.7776451736575,,
2362378188.18817,-58.9461181630772,,
2367383163.16315,-53.438276193679,,
2372388138.13812,-54.7285524189523,,
2377393113.1131,-57.0720540467123,,
2382398088.08807,-71.0912107257956,,
2387403063.06305,-48.0883770078473,,
2392408038.03802,-49.5215898337412,,
2397413013.013,-51.1051098559759,,
2402417987.98798,-54.4231330589073,,
2407422962.96295,-59.7780413139145,,
2412427937.93793,-53.6209753853758,,
2417432912.9129,-77.099538415077,,
2422437887.88788,-47.8319784084141,,
2427442862.86285,-50.7423148850425,,
2432447837.83783,-62.2946391300458,,
2437452812.8128,-55.4027905287014,,
2442457787.78778,-48.1666971951621,,
2447462762.76275,-58.7966036299671,,
2452467737.73773,-59.2912639922398,,
2457472712.7127,-52.9342154318177,,
2462477687.68768,-61.2674069035647,,
2467482662.66265,-58.0165675151126,,
2472487637.63763,-65.7651564202826,,
2477492612.6126,-51.0563200577467,,
2482497587.58758,-51.1841540197811,,
2487502562.56255,-53.9853428382109,,
2492507537.53753,-60.691453142028,,
2497512512.5125,-51.9465916190004,,
2502517487.48748,-56.9425285052588,,
2507522462.46245,-50.6655006261036,,
2512527437.43743,-58.3149859463027,,
2517532412.4124,-63.1660674608869,,
2522537387.38738,-58.1578575476649,,
2527542362.36235,-60.8653096297908,,
2532547337.33733,-55.4831551745796,,
2537552312.3123,-54.4420888571225,,
2542557287.28728,-56.2488369621193,,
2547562262.26225,-53.2020536729069,,
2552567237.23723,-55.3927355824445,,
2557572212.2122,-51.3941843956943,,
2562577187.18718,-49.6267820510348,,
2567582162.16215,-57.4166080096088,,
2572587137.13713,-59.9523301969135,,
2577592112.1121,-54.4031565813041,,
2582597087.08708,-55.9724374776571,,
2587602062.06205,-55.6327015009976,,
2592607037.03703,-52.2180178968624,,
2597612012.012,-62.3610740861182,,
2602616986.98698,-54.4020538172046,,
2607621961.96195,-51.9113477997849,,
2612626936.93693,-54.359638322795,,
2617631911.9119,-52.7441307821732,,
2622636886.88688,-44.913547494379,,
2627641861.86186,-59.7927374553473,,
2632646836.83683,-48.3442050158894,,
2637651811.81181,-62.8797183165398,,
2642656786.78678,-49.4890615420263,,
2647661761.76176,-59.863867685643,,
2652666736.73673,-56.7159909219397,,
2657671711.71171,-50.805909547232,,
2662676686.68668,-47.4170299387154,,
2667681661.66166,-53.3115192022072,,
2672686636.63663,-52.6968322384987,,
2677691611.61161,-61.1624657439642,,
2682696586.58658,-51.5034594031128,,
2687701561.56156,-60.5349729426889,,
2692706536.53653,-50.8739307494117,,
2697711511.51151,-62.1692958791141,,
2702716486.48648,-59.259288355321,,
2707721461.46146,-58.8223288006326,,
2712726436.43643,-54.6807091334397,,
2717731411.41141,-60.2123622325635,,
2722736386.38638,-65.3776382313242,,
2727741361.36136,-58.4296584419778,,
2732746336.33633,-60.6396817618444,,
2737751311.31131,-51.7221034637302,,
2742756286.28628,-63.6974254765619,,
2747761261.26126,-69.5829274527169,,
2752766236.23623,-53.6208034927241,,
2757771211.21121,-57.4995876117151,,
2762776186.18618,-58.9898850636204,,
2767781161.16116,-62.6967103314316,,
2772786136.13613,-48.5873328466957,,
2777791111.11111,-50.1955725360285,,
2782796086.08608,-49.4830685290778,,
2787801061.06106,-55.1798986021594,,
2792806036.03603,-51.4998742274362,,
2797811011.01101,-52.1635262245613,,
2802815985.98598,-54.7483907727334,,
2807820960.96096,-51.8818752227394,,
2812825935.93593,-48.0939739694049,,
2817830910.91091,-49.9574613508468,,
2822835885.88588,-47.5433271171677,,
2827840860.86086,-45.4170559449909,,
2832845835.83583,-54.7109717945725,,
2837850810.81081,-52.76638774668,,
2842855785.78578,-48.4417199152024,,
2847860760.76076,-52.333726090567,,
2852865735.73573,-51.3803469339011,,
2857870710.71071,-67.0095289913051,,
2862875685.68569,-60.5073673199305,,
2867880660.66066,-59.701202226578,,
2872885635.63564,-68.88851692511,,
2877890610.61061,-59.5789350338051,,
2882895585.58559,-50.1835650751988,,
2887900560.56056,-56.0718806460689,,
2892905535.53554,-53.2937261803219,,
2897910510.51051,-56.5827720894692,,
2902915485.48549,-51.5816511920482,,
2907920460.46046,-52.3737614734352,,
2912925435.43544,-51.0811802909615,,
2917930410.41041,-58.4799978523821,,
2922935385.38539,-60.1145645504611,,
2927940360.36036,-58.2529824402367,,
2932945335.33534,-64.2124901511753,,
2937950310.31031,-62.2772287573774,,
2942955285.28529,-53.4110448892191,,
2947960260.26026,-56.5384520163862,,
2952965235.23524,-51.2174627928257,,
2957970210.21021,-73.3574287776361,,
2962975185.18519,-57.4167001988378,,
2967980160.16016,-56.1093184666699,,
2972985135.13514,-58.9212817687429,,
2977990110.11011,-51.728676388188,,
2982995085.08509,-53.274862017692,,
2988000060.06006,-60.2792250148938,,
2993005035.03504,-72.6105269279988,,
2998010010.01001,-54.1649383093282,,
3003014984.98499,-53.9474056372362,,
3008019959.95996,-48.5819781045876,,
3013024934.93494,-55.5256882671408,,
3018029909.90991,-60.186641252052,,
3023034884.88489,-59.8848362626728,,
3028039859.85986,-53.0904544226704,,
3033044834.83484,-50.4039793730977,,
3038049809.80981,-51.6238030587712,,
3043054784.78479,-60.8023601929164,,
3048059759.75976,-49.3955187876292,,
3053064734.73474,-60.6097370143822,,
3058069709.70971,-60.762159187142,,
3063074684.68469,-54.1457151927515,,
3068079659.65966,-59.8320888226561,,
3073084634.63464,-69.7785576993299,,
3078089609.60961,-50.0652922796741,,
3083094584.58459,-54.4659089552011,,
3088099559.55957,-52.4670399663707,,
3093104534.53454,-51.4958662461435,,
3098109509.50952,-60.1059247869642,,
3103114484.48449,-50.6877570208189,,
3108119459.45947,-52.4052965846194,,
3113124434.43444,-51.2682044247123,,
3118129409.40942,-60.1863672841595,,
3123134384.38439,-59.7677285625489,,
3128139359.35937,-51.8135842845969,,
3133144334.33434,-70.4161884799453,,
3138149309.30932,-60.2387042769565,,
3143154284.28429,-46.0514946835055,,
3148159259.25927,-61.8751249902742,,
3153164234.23424,-57.0530875449968,,
3158169209.20922,-59.4268436738348,,
3163174184.18419,-57.1215853770733,,
3168179159.15917,-50.9170895853958,,
3173184134.13414,-56.4828489923956,,
3178189109.10912,-57.0628169386105,,
3183194084.08409,-55.3700496013241,,
3188199059.05907,-53.0061078191968,,
3193204034.03404,-49.5683990473054,,
3198209009.00902,-57.3969544429631,,
3203213983.98399,-47.4196458624082,,
3208218958.95897,-52.9419960422364,,
3213223933.93394,-50.6573052706123,,
3218228908.90892,-59.2653106196516,,
3223233883.88389,-56.1332112308801,,
3228238858.85887,-52.3688759179785,,
3233243833.83384,-51.8162087745829,,
3238248808.80882,-52.2395127357323,,
3243253783.78379,-51.3581541474046,,
3248258758.75877,-54.3564336608145,,
3253263733.73374,-54.3691386161533,,
3258268708.70872,-60.4567916584843,,
3263273683.68369,-55.0840475921279,,
3268278658.65867,-59.3955039704632,,
3273283633.63364,-52.783944635765,,
3278288608.60862,-51.122499661823,,
3283293583.58359,-56.6977252679809,,
3288298558.55857,-52.1196430996478,,
3293303533.53354,-55.6435067790511,,
3298308508.50852,-48.2872847467637,,
3303313483.48349,-66.1866304216292,,
3308318458.45847,-68.6096645762759,,
3313323433.43344,-53.9409778377476,,
3318328408.40842,-54.4834621123014,,
3323333383.3834,-49.5142967051784,,
3328338358.35837,-62.3546264564268,,
3333343333.33335,-50.521292528094,,
3338348308.30832,-60.3805962469894,,
3343353283.2833,-47.9490280742482,,
3348358258.25827,-51.7774970229709,,
3353363233.23325,-51.5393202445051,,
3358368208.20822,-49.9202803802006,,
3363373183.1832,-56.7364735881671,,
3368378158.15817,-49.6975308703856,,
3373383133.13315,-50.0467026504518,,
3378388108.10812,-55.4109071415774,,
3383393083.0831,-57.8084422043869,,
3388398058.05807,-57.9599419822018,,
3393403033.03305,-56.231058382449,,
3398408008.00802,-45.6653041424483,,
3403412982.983,-53.1064679067156,,
3408417957.95797,-57.1134177601326,,
3413422932.93295,-63.928135865225,,
3418427907.90792,-51.0230310606472,,
3423432882.8829,-51.508723414951,,
3428437857.85787,-54.9149599250908,,
3433442832.83285,-55.2714160947133,,
3438447807.80782,-49.0815682674001,,
3443452782.7828,-52.4690020467416,,
3448457757.75777,-47.4518693186891,,
3453462732.73275,-61.0244237824526,,
3458467707.70772,-47.4767219186012,,
3463472682.6827,-47.4858113746369,,
3468477657.65767,-55.4214222205972,,
3473482632.63265,-60.1475505286407,,
3478487607.60762,-71.4569831479993,,
3483492582.5826,-56.749228769151,,
3488497557.55757,-62.3157003210636,,
3493502532.53255,-59.4245520551999,,
3498507507.50752,-67.2759388704003,,
3503512482.4825,-56.5726734020828,,
3508517457.45747,-47.703054991976,,
3513522432.43245,-50.1044269787906,,
3518527407.40742,-50.890252218433,,
3523532382.3824,-54.2052115576771,,
3528537357.35737,-53.2570175445141,,
3533542332.33235,-54.190610592087,,
3538547307.30732,-52.6421024651746,,
3543552282.2823,-53.6916370629059,,
3548557257.25728,-58.7987246388691,,
3553562232.23225,-58.4377064957673,,
3558567207.20723,-58.900927088712,,
3563572182.1822,-52.7024565957999,,
3568577157.15718,-53.406938416193,,
3573582132.13215,-48.863933042121,,
3578587107.10713,-57.8055965016914,,
3583592082.0821,-48.1207390837943,,
3588597057.05708,-61.6664826831127,,
3593602032.03205,-53.1099962397663,,
3598607007.00703,-46.9055461332215,,
3603611981.982,-54.2231299958533,,
3608616956.95698,-51.0286132554589,,
3613621931.93195,-59.5337790180239,,
3618626906.90693,-56.07339900216,,
3623631881.8819,-70.586963238052,,
3628636856.85688,-56.8856144867822,,
3633641831.83185,-58.9582024922718,,
3638646806.80683,-54.3477608995326,,
3643651781.7818,-57.446199119256,,
3648656756.75678,-50.695613273077,,
3653661731.73175,-61.3016109453133,,
3658666706.70673,-49.8396198673789,,
3663671681.6817,-53.3858678876681,,
3668676656.65668,-53.5106491389693,,
3673681631.63165,-51.6403650490662,,
3678686606.60663,-52.8563178168407,,
