Frequency,Attenuation,! FILETYPE CSV,
30000,-62.5309242797712,! VERSION 1.0,1
1596617017.01701,-59.8148229268634,,
1601621991.99198,-56.0832817651007,,
1606626966.96696,-53.2701314674631,,
1611631941.94193,-53.3880432258301,,
1616636916.91691,-58.3225443964632,,
1621641891.89188,-68.6193508326562,,
1626646866.86686,-52.0924496501443,,
1631651841.84183,-45.8004565813024,,
1636656816.81681,-42.0348817406741,,
1641661791.79178,-40.142025689387,,
1646666766.76676,-39.1647973119053,,
1651671741.74173,-38.3427879426647,,
1656676716.71671,-37.4255586788659,,
1661681691.69168,-36.5551045813148,,
1666686666.66666,-35.7187888848796,,
1671691641.64163,-35.098616858024,,
1676696616.61661,-34.4730330989871,,
1681701591.59158,-33.506679498477,,
1686706566.56656,-32.6629140973865,,
1691711541.54153,-32.3124512152246,,
1696716516.51651,-32.7467893135695,,
1701721491.49148,-33.909944022431,,
1706726466.46646,-35.5044121922314,,
1711731441.44143,-37.3747170125971,,
1716736416.41641,-39.2267274634836,,
1721741391.39138,-40.6168503893782,,
1726746366.36636,-41.2875159940069,,
1731751341.34133,-41.2914072308738,,
1736756316.31631,-41.3394523057261,,
1741761291.29128,-42.65389359076,,
1746766266.26625,-45.7772961918334,,
1751771241.24123,-48.2251197119734,,
1756776216.2162,-48.4642644015203,,
1761781191.19118,-48.1037218629896,,
1766786166.16615,-47.6592318433258,,
1771791141.14113,-47.0094397308795,,
1776796116.1161,-46.5571835354074,,
1781801091.09108,-46.1937873057935,,
1786806066.06605,-45.7366415740709,,
1791811041.04103,-45.0050049179462,,
1796816016.016,-44.1581780650744,,
1801820990.99098,-44.2400944606461,,
1806825965.96595,-45.8272700228883,,
1811830940.94093,-47.7051282517942,,
1816835915.9159,-47.8648377091368,,
1821840890.89088,-46.4186583680489,,
1826845865.86585,-44.9116670676245,,
1831850840.84083,-44.673022608084,,
1836855815.8158,-46.3332486248555,,
1841860790.79078,-48.4200455026412,,
1846865765.76575,-49.9495271755397,,
1851870740.74073,-50.914711497428,,
1856875715.7157,-51.6920122863509,,
1861880690.69068,-53.7595981974961,,
1866885665.66565,-56.2384763213755,,
1871890640.64063,-47.416093612365,,
1876895615.6156,-42.2750972572236,,
1881900590.59058,-40.5347357133511,,
1886905565.56555,-40.3566171047013,,
1891910540.54053,-40.912921183339,,
1896915515.5155,-41.9943402686915,,
1901920490.49048,-42.0617366251256,,
1906925465.46545,-41.0527048519162,,
1911930440.44043,-40.1417461817341,,
1916935415.4154,-39.5425127924784,,
1921940390.39038,-38.7210032935889,,
1926945365.36535,-37.1289301149654,,
1931950340.34033,-34.948648945066,,
1936955315.3153,-33.1334962402456,,
1941960290.29027,-32.4524668764051,,
1946965265.26525,-32.7980845204489,,
1951970240.24022,-33.2220028252465,,
1956975215.2152,-33.5320072364065,,
1961980190.19017,-34.0955199195826,,
1966985165.16515,-35.1677799049903,,
1971990140.14012,-36.9068754726733,,
1976995115.1151,-39.1247228415081,,
1982000090.09007,-40.6636085072865,,
1987005065.06505,-40.73362419602,,
1992010040.04002,-40.4843287361216,,
1997015015.015,-40.3616852341206,,
2002019989.98997,-40.193699345594,,
2007024964.96495,-39.6536882244837,,
2012029939.93992,-38.89722227925,,
2017034914.9149,-38.4834926589258,,
2022039889.88987,-38.3824833052761,,
2027044864.86485,-38.0417478992089,,
2032049839.83982,-37.1197770920814,,
2037054814.8148,-36.0891693360015,,
2042059789.78977,-35.6593097814193,,
2047064764.76475,-35.6895394299219,,
2052069739.73972,-35.8721769082905,,
2057074714.7147,-36.0823480560089,,
2062079689.68967,-36.0721714241349,,
2067084664.66465,-35.8616957201001,,
2072089639.63962,-35.7725067146513,,
2077094614.6146,-35.861791947185,,
2082099589.58957,-35.8365243657479,,
2087104564.56455,-35.6192373091055,,
2092109539.53952,-35.2835622962409,,
2097114514.5145,-34.9732283370237,,
2102119489.48947,-34.9940285469837,,
2107124464.46445,-36.0743033316696,,
2112129439.43942,-38.2764831939849,,
2117134414.4144,-39.3777032361242,,
2122139389.38937,-39.164887320048,,
2127144364.36435,-38.6804689341351,,
2132149339.33932,-38.2864111503332,,
2137154314.31429,-38.2599505043741,,
2142159289.28927,-38.6085367215788,,
2147164264.26424,-39.0513118626255,,
2152169239.23922,-39.146549632497,,
2157174214.21419,-38.6745041438509,,
2162179189.18917,-37.9088688630018,,
2167184164.16414,-37.1504236896007,,
2172189139.13912,-36.5313983023255,,
2177194114.1141,-36.0117449856461,,
2182199089.08907,-35.2716646561842,,
2187204064.06405,-34.1546074919469,,
2192209039.03902,-33.0320754241305,,
2197214014.014,-32.2960987624468,,
2202218988.98897,-31.9772327332366,,
2207223963.96395,-31.8824408921919,,
2212228938.93892,-31.971746249818,,
2217233913.9139,-32.3176579376174,,
2222238888.88887,-33.0731251746227,,
2227243863.86385,-34.3899686183223,,
2232248838.83882,-36.2806736709106,,
2237253813.8138,-38.9532377773399,,
2242258788.78877,-42.99328490071,,
2247263763.76375,-50.3306208993125,,
2252268738.73872,-52.2435622329945,,
2257273713.7137,-43.9052526031742,,
2262278688.68867,-39.5331646116085,,
2267283663.66365,-36.6889796091487,,
2272288638.63862,-34.695311040013,,
2277293613.6136,-33.2335467548731,,
2282298588.58857,-32.0891293176711,,
2287303563.56355,-31.2135235059961,,
2292308538.53852,-30.5206118684878,,
2297313513.5135,-30.0461412913455,,
2302318488.48847,-29.9930151860041,,
2307323463.46345,-30.3932354875695,,
2312328438.43842,-31.4402993825474,,
2317333413.4134,-33.2316693890538,,
2322338388.38837,-35.8969454979966,,
2327343363.36335,-39.165964381206,,
2332348338.33832,-39.5989210656852,,
2337353313.3133,-36.3633568085504,,
2342358288.28827,-34.3825966168562,,
2347363263.26325,-33.9113156717424,,
2352368238.23822,-34.1915298800606,,
2357373213.2132,-34.670965490003,,
2362378188.18817,-35.2640482558277,,
2367383163.16315,-36.0146057161597,,
2372388138.13812,-36.9318007258156,,
2377393113.1131,-38.2051366338031,,
2382398088.08807,-40.2047578432645,,
2387403063.06305,-42.6811674901441,,
2392408038.03802,-45.0891210734351,,
2397413013.013,-47.3987113590281,,
2402417987.98798,-50.3006304898467,,
2407422962.96295,-56.6339809973712,,
2412427937.93793,-65.326691598567,,
2417432912.9129,-50.7324512534459,,
2422437887.88788,-45.5773578894725,,
2427442862.86285,-43.2028710756062,,
2432447837.83783,-42.057234224445,,
2437452812.8128,-41.4148386394102,,
2442457787.78778,-41.1138413559059,,
2447462762.76275,-41.1941085945288,,
2452467737.73773,-41.5023309046261,,
2457472712.7127,-42.0222443903262,,
2462477687.68768,-42.5460790223402,,
2467482662.66265,-42.7814487483327,,
2472487637.63763,-42.8177700720669,,
2477492612.6126,-42.9083437343818,,
2482497587.58758,-43.1828259271148,,
2487502562.56255,-43.8761253379085,,
2492507537.53753,-44.8525305752295,,
2497512512.5125,-45.8609801776399,,
2502517487.48748,-45.7909574532157,,
2507522462.46245,-44.4976086659024,,
2512527437.43743,-42.4641385401,,
2517532412.4124,-40.00459817684,,
2522537387.38738,-37.6883725096771,,
2527542362.36235,-35.7243550046024,,
2532547337.33733,-33.9893878582963,,
2537552312.3123,-32.5731438458157,,
2542557287.28728,-31.5720772958714,,
2547562262.26225,-31.0330955370083,,
2552567237.23723,-30.8728389776728,,
2557572212.2122,-31.1264647672002,,
2562577187.18718,-31.8273282094273,,
2567582162.16215,-32.9307163922008,,
2572587137.13713,-34.1393455110515,,
2577592112.1121,-34.5379065710433,,
2582597087.08708,-33.8918322024455,,
2587602062.06205,-33.135623662269,,
2592607037.03703,-32.8616962904625,,
2597612012.012,-32.9349690941807,,
2602616986.98698,-33.2967500036516,,
2607621961.96195,-33.7517121579998,,
2612626936.93693,-34.2435605744254,,
2617631911.9119,-34.6424359676069,,
2622636886.88688,-35.0996912954591,,
2627641861.86186,-35.6023967716166,,
2632646836.83683,-36.1103723003674,,
2637651811.81181,-36.6573655495992,,
2642656786.78678,-37.1939574034539,,
2647661761.76176,-37.7127832422087,,
2652666736.73673,-38.1730084762481,,
2657671711.71171,-38.5786490050923,,
2662676686.68668,-39.0066382028634,,
2667681661.66166,-39.4246460498605,,
2672686636.63663,-40.0562748935178,,
2677691611.61161,-41.3124547405585,,
2682696586.58658,-43.4614653848882,,
2687701561.56156,-45.9736522946908,,
2692706536.53653,-48.3518384530809,,
2697711511.51151,-51.4355996088495,,
2702716486.48648,-56.3172696003297,,
2707721461.46146,-55.553770069991,,
2712726436.43643,-51.3288751492012,,
2717731411.41141,-49.6163842866118,,
2722736386.38638,-49.2504352920011,,
2727741361.36136,-49.5591663332443,,
2732746336.33633,-50.6198276490923,,
2737751311.31131,-51.7452821316132,,
2742756286.28628,-51.8921412925487,,
2747761261.26126,-51.8709923172715,,
2752766236.23623,-52.5292028819423,,
2757771211.21121,-54.6791952860803,,
2762776186.18618,-57.7232967570135,,
2767781161.16116,-52.6546470554881,,
2772786136.13613,-46.986381902489,,
2777791111.11111,-43.8214143878019,,
2782796086.08608,-42.3753563895266,,
2787801061.06106,-41.5138131010793,,
2792806036.03603,-40.5087833747551,,
2797811011.01101,-39.2124552114037,,
2802815985.98598,-37.7799716749778,,
2807820960.96096,-36.6265764077781,,
2812825935.93593,-35.6347458491978,,
2817830910.91091,-34.6534216110804,,
2822835885.88588,-33.6083004880129,,
2827840860.86086,-32.6150592682503,,
2832845835.83583,-31.7764610024826,,
2837850810.81081,-31.2163062768341,,
2842855785.78578,-30.8868571240475,,
2847860760.76076,-30.6641059217083,,
2852865735.73573,-30.5406906642646,,
2857870710.71071,-30.5526135208043,,
2862875685.68569,-30.5829434386483,,
2867880660.66066,-30.6124035670721,,
2872885635.63564,-30.6349122252385,,
2877890610.61061,-30.4198943133668,,
2882895585.58559,-30.2359075332037,,
2887900560.56056,-30.1184620213599,,
2892905535.53554,-30.1524988625888,,
2897910510.51051,-30.2191500797557,,
2902915485.48549,-30.3307241219576,,
2907920460.46046,-30.4198608667196,,
2912925435.43544,-30.5685039343312,,
2917930410.41041,-30.6652956747487,,
2922935385.38539,-30.7369141324766,,
2927940360.36036,-30.8943452976278,,
2932945335.33534,-31.0847203100667,,
2937950310.31031,-31.3241708375937,,
2942955285.28529,-31.3997843223809,,
2947960260.26026,-31.3868454574528,,
2952965235.23524,-31.3954230858902,,
2957970210.21021,-31.40895148574,,
2962975185.18519,-31.4541429313418,,
2967980160.16016,-31.4456774298021,,
2972985135.13514,-31.3852333751425,,
2977990110.11011,-31.3037458234741,,
2982995085.08509,-31.2584735928965,,
2988000060.06006,-31.2492606755714,,
2993005035.03504,-31.2509884377002,,
2998010010.01001,-31.3528170857815,,
3003014984.98499,-31.5921356389647,,
3008019959.95996,-31.9756333250711,,
3013024934.93494,-32.4283036292964,,
3018029909.90991,-32.9526717073,,
3023034884.88489,-33.5170026836656,,
3028039859.85986,-33.9935554490106,,
3033044834.83484,-34.3082494193095,,
3038049809.80981,-34.1448944138981,,
3043054784.78479,-33.5162616361726,,
3048059759.75976,-32.6731196540978,,
3053064734.73474,-31.7758528689439,,
3058069709.70971,-30.910924935931,,
3063074684.68469,-30.1624507289554,,
3068079659.65966,-29.5479332817032,,
3073084634.63464,-29.0238572598544,,
3078089609.60961,-28.5425332223362,,
3083094584.58459,-28.0424277539633,,
3088099559.55957,-27.5458526633822,,
3093104534.53454,-27.1060300797984,,
3098109509.50952,-26.7648653037772,,
3103114484.48449,-26.4459547334763,,
3108119459.45947,-26.237110476455,,
3113124434.43444,-26.1067526740125,,
3118129409.40942,-25.9378171806475,,
3123134384.38439,-25.8208051085742,,
3128139359.35937,-25.7226400159604,,
3133144334.33434,-25.6930973458799,,
3138149309.30932,-25.7630810536532,,
3143154284.28429,-25.9624525668505,,
3148159259.25927,-26.2158645953312,,
3153164234.23424,-26.4438872731135,,
3158169209.20922,-26.754731527057,,
3163174184.18419,-27.1615344909869,,
3168179159.15917,-27.6424403791595,,
3173184134.13414,-28.3215088358219,,
3178189109.10912,-29.2700344908855,,
3183194084.08409,-30.4323196110307,,
3188199059.05907,-31.70185345784,,
3193204034.03404,-32.8872999673112,,
3198209009.00902,-34.0419059461686,,
3203213983.98399,-35.0755167190934,,
3208218958.95897,-36.0281260753123,,
3213223933.93394,-36.9888550698137,,
3218228908.90892,-37.9287648975373,,
3223233883.88389,-38.8802889799581,,
3228238858.85887,-39.9002565388852,,
3233243833.83384,-41.1706582643976,,
3238248808.80882,-42.8622406988233,,
3243253783.78379,-45.0022979550278,,
3248258758.75877,-47.5092739033164,,
3253263733.73374,-48.7041078532428,,
3258268708.70872,-47.2937531787964,,
3263273683.68369,-45.28837350915,,
3268278658.65867,-43.8464893585892,,
3273283633.63364,-43.116814225577,,
3278288608.60862,-42.9993821808505,,
3283293583.58359,-43.5324895503578,,
3288298558.55857,-43.7708520551944,,
3293303533.53354,-43.43439591044,,
3298308508.50852,-42.846421573564,,
3303313483.48349,-42.5549215665083,,
3308318458.45847,-42.448365570141,,
3313323433.43344,-42.2773886609877,,
3318328408.40842,-42.2371269821806,,
3323333383.3834,-42.1860181582598,,
3328338358.35837,-42.2591068423328,,
3333343333.33335,-42.1923539482405,,
3338348308.30832,-41.9061701191263,,
3343353283.2833,-41.6175455904084,,
3348358258.25827,-41.6862317649665,,
3353363233.23325,-42.0818410075669,,
3358368208.20822,-42.6276779620392,,
3363373183.1832,-43.0609831115763,,
3368378158.15817,-43.2822735599534,,
3373383133.13315,-42.9644215669372,,
3378388108.10812,-42.6161097593677,,
3383393083.0831,-42.1748339219802,,
3388398058.05807,-41.5802131555359,,
3393403033.03305,-40.4967637136435,,
3398408008.00802,-38.7541352391168,,
3403412982.983,-36.8596612164544,,
3408417957.95797,-35.4617347456381,,
3413422932.93295,-34.5826815612251,,
3418427907.90792,-34.0653814448974,,
3423432882.8829,-33.8703346598197,,
3428437857.85787,-33.9474941792829,,
3433442832.83285,-34.3211909294124,,
3438447807.80782,-35.0788645284532,,
3443452782.7828,-36.2976768944927,,
3448457757.75777,-37.9912270417503,,
3453462732.73275,-40.3638312382354,,
3458467707.70772,-43.5656980179469,,
3463472682.6827,-47.4355227318142,,
3468477657.65767,-51.0962867505844,,
3473482632.63265,-49.6364422051601,,
3478487607.60762,-45.7560488377586,,
3483492582.5826,-42.8993476420147,,
3488497557.55757,-41.2434937368242,,
3493502532.53255,-40.3587498291151,,
3498507507.50752,-40.1174238978894,,
3503512482.4825,-40.2280566037386,,
3508517457.45747,-40.355894672824,,
3513522432.43245,-40.4974432847716,,
3518527407.40742,-40.6217439271655,,
3523532382.3824,-40.6890466977044,,
3528537357.35737,-40.7093953787752,,
3533542332.33235,-40.5471763803952,,
3538547307.30732,-40.4963537446943,,
3543552282.2823,-40.5177015680842,,
3548557257.25728,-40.1885166814532,,
3553562232.23225,-39.3635354684137,,
3558567207.20723,-38.5300312053348,,
3563572182.1822,-38.1416050785458,,
3568577157.15718,-38.6320571730816,,
3573582132.13215,-39.7256185114823,,
3578587107.10713,-40.8228567369231,,
3583592082.0821,-41.7566006746817,,
3588597057.05708,-42.1019894151804,,
3593602032.03205,-42.1460955700963,,
3598607007.00703,-42.100636180665,,
3603611981.982,-41.4325570303097,,
3608616956.95698,-40.2644305711154,,
3613621931.93195,-38.9781967788094,,
3618626906.90693,-37.7764238055813,,
3623631881.8819,-36.9169411639674,,
3628636856.85688,-36.4185104834067,,
3633641831.83185,-36.3932947117955,,
3638646806.80683,-36.5405253046044,,
3643651781.7818,-36.5791465095509,,
3648656756.75678,-36.2255174903169,,
3653661731.73175,-35.7594254862002,,
3658666706.70673,-35.3202242131442,,
